Date,Channel,Data Source,Campaign,Spend,CPM,CTR,CPC,Video Views,Impressions,Conversions,Conversion Rate
2024-05-02,Paid Social,Google,Diverse,37562.4,79.49,1.84,4.32,437578,472555,8593,98.83
2024-09-13,Paid Search,LinkedIn,Mandatory,18145.62,22.22,3.22,0.69,555601,816716,19268,73.27
2024-08-23,Organic,Amazon Ad,Seamless,29114.82,34.39,0.78,4.41,35695,846485,5386,81.58
2024-09-08,Paid Social,LinkedIn,Diverse,4281.12,12.92,3.59,0.36,311940,331270,4699,39.51
2023-06-17,Paid Social,LinkedIn,Entreprise,73094.54,116.2,4.18,2.78,207178,629034,1297,4.93
2024-10-16,Paid Search,LinkedIn,Entreprise,19376.7,98.27,4.68,2.1,61751,197174,1333,14.45
2024-09-08,Organic,Facebook,Diverse,32962.92,79.23,2.13,3.72,35794,416047,3060,34.53
2024-08-21,Paid Social,Bing,Mandatory,91068.1,109.32,3.62,3.02,431107,833019,6490,21.52
2023-11-08,Paid Search,Google Search Ads,Optional,40694.08,79.05,1.61,4.91,382913,514804,6573,79.31
2024-10-02,Organic,Facebook,Optional,77491.26,208.81,4.52,4.62,272718,371101,11184,66.68
2023-07-25,Paid Social,Stack,Optional,627.55,15.84,2.88,0.55,15745,39621,440,38.56
2023-08-19,Programmatic,LinkedIn,Seamless,64425.76,163.01,4.97,3.28,145578,395231,6095,31.03
2024-12-15,Organic,Facebook,Diverse,9674.7,16.42,0.69,2.38,84377,589228,3358,82.61
2024-10-30,Paid Social,Stack,Entreprise,19921.72,21.29,0.63,3.38,622121,935575,3272,55.51
2023-06-14,Organic,Google,Seamless,81665.28,91.78,4.78,1.92,321137,889835,4479,10.53
2024-06-04,Paid Social,Google,Fundamental,31151.9,36.27,0.9,4.03,670159,858964,4432,57.34
2024-10-05,Paid Search,Amazon Ad,Mandatory,18456.76,26.8,1.32,2.03,414331,688796,5816,63.97
2023-11-21,Programmatic,Google,Fundamental,15741.2,22.04,0.95,2.32,560369,714285,893,13.16
2023-04-25,Paid Social,Google,Optional,137680.29,143.15,4.82,2.97,374428,961773,13979,30.16
2024-01-09,Paid Search,Stack,Seamless,63603.1,164.15,4.9,3.35,356941,387471,5741,30.24
2023-04-24,Organic,Facebook,Seamless,11753.34,19.81,0.93,2.13,11216,593417,5234,94.85
2024-06-29,Paid Social,Amazon Ad,Entreprise,8293.5,15.03,1.55,0.97,201906,551624,8086,94.57
2023-03-12,Paid Search,Facebook,Entreprise,53592.25,110.65,2.39,4.63,452628,484330,5690,49.16
2024-10-10,Paid Social,Google Search Ads,Entreprise,17592.24,69.82,2.53,2.76,133804,251972,1386,21.74
2024-11-12,Organic,Stack,Entreprise,56463.98,92.61,2.04,4.54,542095,609692,5417,43.56
2024-06-09,Paid Social,Google Search Ads,Optional,7366.61,108.93,3.77,2.89,19491,67629,1195,46.88
2023-04-26,Paid Social,Facebook,Mandatory,62291.25,74.23,3.03,2.45,85489,839122,5880,23.13
2023-04-17,Paid Search,Google Search Ads,Mandatory,93613.66,150.94,4.35,3.47,63306,620194,10287,38.13
2024-04-12,Programmatic,Google Search Ads,Mandatory,18387.84,100.51,2.06,4.88,137196,182951,3500,92.89
2024-06-05,Paid Search,Google Search Ads,Seamless,45676.62,55.22,1.56,3.54,613109,827171,7925,61.42
2024-10-16,Paid Social,Stack,Optional,34638.17,99.67,2.25,4.43,328398,347527,1145,14.64
2024-12-11,Programmatic,Stack,Diverse,6637.05,75.7,3.09,2.45,19100,87677,1086,40.09
2023-10-24,Paid Search,Google,Fundamental,14083.89,31.97,1.46,2.19,49383,440538,1067,16.59
2024-12-29,Organic,Facebook,Fundamental,3455.8,29.3,1.98,1.48,73580,117946,1342,57.47
2023-07-30,Paid Search,Facebook,Entreprise,6593.7,26.81,1.73,1.55,145806,245911,119,2.8
2023-06-20,Programmatic,Stack,Fundamental,41475.36,60.49,1.42,4.26,440251,685676,3768,38.7
2023-06-03,Paid Social,Stack,Mandatory,7776.0,36.48,4.56,0.8,152940,213164,896,9.22
2023-06-04,Paid Social,Stack,Mandatory,85387.11,108.46,2.76,3.93,23530,787239,16510,75.99
2024-10-12,Paid Search,Facebook,Seamless,14353.92,111.12,4.41,2.52,7725,129175,2246,39.43
2023-04-05,Programmatic,Amazon Ad,Optional,51606.12,100.86,2.56,3.94,374149,511675,6020,45.96
2024-05-11,Programmatic,Bing,Fundamental,49173.6,66.53,1.98,3.36,637927,739145,4381,29.94
2023-04-27,Programmatic,Stack,Entreprise,16111.04,54.91,3.12,1.76,107306,293400,3722,40.66
2024-12-15,Programmatic,Google Search Ads,Seamless,31885.84,42.19,4.35,0.97,406014,755697,12388,37.69
2023-02-18,Paid Search,LinkedIn,Fundamental,22226.37,101.04,3.27,3.09,202814,219986,2261,31.43
2023-11-06,Programmatic,Google,Seamless,45141.8,93.5,2.5,3.74,114874,482821,7589,62.87
2023-12-17,Paid Social,Facebook,Seamless,117593.25,133.93,3.34,4.01,127046,878021,12699,43.3
2023-05-27,Organic,Bing,Fundamental,79064.1,125.3,2.76,4.54,100032,630997,9091,52.2
2024-09-27,Paid Social,Bing,Seamless,114388.6,159.79,3.4,4.7,407881,715851,18455,75.83
2023-04-22,Paid Search,Stack,Mandatory,58175.74,66.38,3.27,2.03,792534,876417,13799,48.15
2023-12-09,Paid Social,Google,Diverse,120917.97,155.1,3.47,4.47,616366,779590,9253,34.21
2023-03-13,Programmatic,Facebook,Mandatory,73245.37,121.67,2.71,4.49,359561,601981,6836,41.91
2024-11-10,Paid Social,Facebook,Seamless,85497.6,185.92,3.81,4.88,345482,459853,4611,26.32
2024-04-12,Paid Social,Bing,Diverse,18300.85,66.8,4.31,1.55,33659,273950,2049,17.35
2023-10-24,Programmatic,Amazon Ad,Mandatory,4826.64,35.57,3.42,1.04,92034,135711,4380,94.38
2023-04-29,Paid Social,Google Search Ads,Seamless,1090.56,27.11,3.82,0.71,24425,40230,762,49.61
2024-11-10,Organic,Bing,Seamless,56596.8,92.23,4.73,1.95,141180,613622,26283,90.56
2024-12-16,Organic,Stack,Entreprise,60662.25,80.88,4.73,1.71,667859,750009,11345,31.98
2023-12-16,Programmatic,Google,Fundamental,45708.74,133.19,2.84,4.69,235049,343179,4889,50.16
2023-09-14,Paid Search,Bing,Mandatory,7735.96,13.58,3.67,0.37,318200,569715,8788,42.03
2024-09-23,Organic,Google,Fundamental,26252.0,31.3,3.13,1.0,107958,838737,7684,29.27
2023-08-17,Paid Search,Stack,Diverse,57401.14,166.71,3.64,4.58,267317,344315,5393,43.03
2023-03-16,Organic,Google,Fundamental,21218.0,29.77,2.89,1.03,411295,712814,14238,69.12
2024-08-20,Paid Social,Bing,Entreprise,22224.64,49.76,2.78,1.79,373449,446627,10051,80.95
2023-12-27,Paid Social,Amazon Ad,Fundamental,10213.84,41.76,4.54,0.92,200218,244559,10050,90.52
2023-02-18,Paid Search,LinkedIn,Fundamental,965.44,13.21,2.36,0.56,50378,73071,885,51.33
2023-03-02,Paid Search,Google,Mandatory,27069.35,40.94,4.6,0.89,637016,661204,10915,35.89
2024-04-28,Organic,Stack,Mandatory,15754.4,23.5,1.0,2.35,349267,670414,1279,19.08
2023-12-05,Paid Search,Facebook,Entreprise,9480.52,19.79,1.01,1.96,268358,478948,1067,22.06
2024-02-17,Organic,Bing,Fundamental,18265.5,107.77,2.39,4.51,103285,169493,3590,88.64
2024-09-04,Paid Social,Bing,Fundamental,1648.76,23.59,2.51,0.94,7874,69898,1269,72.35
2023-02-02,Organic,Facebook,Seamless,2669.85,16.32,0.64,2.55,15916,163629,48,4.58
2023-02-25,Organic,LinkedIn,Mandatory,3153.5,5.39,0.77,0.7,410261,585132,2600,57.71
2024-10-17,Programmatic,Facebook,Diverse,62391.69,63.87,4.23,1.51,374896,976831,9340,22.6
2024-09-02,Programmatic,Amazon Ad,Entreprise,8345.25,17.77,2.37,0.75,449636,469496,2779,24.98
2024-07-04,Organic,Bing,Entreprise,3015.32,14.77,0.83,1.78,181594,204111,703,41.5
2023-10-04,Programmatic,Bing,Entreprise,58224.96,107.56,2.49,4.32,507809,541307,11273,83.64
2023-03-01,Programmatic,Google,Mandatory,6182.0,43.23,3.93,1.1,9526,143004,3415,60.77
2024-07-29,Programmatic,Facebook,Seamless,87294.46,118.99,2.84,4.19,333733,733612,854,4.1
2023-10-03,Programmatic,Bing,Entreprise,5342.4,6.34,1.32,0.48,250450,843187,3760,33.78
2024-03-02,Paid Social,Facebook,Mandatory,44322.84,97.49,4.71,2.07,306139,454624,2995,13.99
2023-10-17,Programmatic,Stack,Seamless,18462.17,30.77,1.38,2.23,346805,599995,2358,28.48
2023-12-08,Paid Search,LinkedIn,Entreprise,2894.32,22.77,0.9,2.53,57016,127120,428,37.41
2024-02-29,Paid Social,Amazon Ad,Diverse,2279.76,26.67,1.45,1.84,65288,85487,614,49.56
2023-09-15,Paid Search,Amazon Ad,Entreprise,53861.64,126.65,4.89,2.59,369274,425296,20006,96.2
2023-02-09,Organic,Bing,Fundamental,4879.42,7.19,0.79,0.91,170221,678794,2803,52.28
2024-12-14,Organic,Amazon Ad,Optional,10579.06,25.22,1.67,1.51,122295,419542,6963,99.39
2024-05-07,Organic,Stack,Seamless,60421.76,72.13,1.61,4.48,216527,837710,3991,29.59
2023-10-09,Programmatic,Stack,Entreprise,26094.6,43.77,1.28,3.42,409003,596118,3513,46.04
2023-02-11,Programmatic,Bing,Mandatory,42488.1,57.12,2.24,2.55,117988,743872,14102,84.64
2024-10-05,Organic,Bing,Seamless,14243.1,208.69,4.33,4.82,23438,68251,126,4.26
2024-07-06,Paid Social,Amazon Ad,Entreprise,99349.6,110.74,2.45,4.52,123297,897166,15172,69.03
2024-03-03,Organic,LinkedIn,Fundamental,7937.6,51.99,3.25,1.6,23590,152674,294,5.93
2023-03-09,Paid Social,Stack,Diverse,550.8,2.67,0.89,0.3,158263,206331,168,9.15
2024-10-16,Paid Search,Stack,Entreprise,71115.48,100.34,2.26,4.44,247834,708744,15659,97.76
2024-02-24,Paid Social,Google Search Ads,Optional,21630.56,35.07,3.94,0.89,232142,616857,16118,66.32
2024-11-30,Organic,Stack,Entreprise,14591.76,94.74,2.54,3.73,79620,154017,1689,43.17
2024-08-09,Paid Social,Facebook,Entreprise,93015.86,166.02,4.02,4.13,482482,560259,17299,76.81
2024-09-04,Paid Social,Google,Fundamental,2585.2,8.83,0.96,0.92,218453,292788,640,22.78
2024-06-18,Organic,Stack,Entreprise,16530.15,80.52,1.77,4.55,48983,205300,186,5.12
2024-04-25,Organic,Bing,Entreprise,32682.57,88.63,1.82,4.87,306555,368748,6612,98.52
2024-07-07,Paid Search,Stack,Mandatory,12199.5,67.5,1.5,4.5,179004,180744,134,4.94
2023-04-24,Organic,Stack,Seamless,56664.95,65.98,2.49,2.65,130752,858771,19506,91.22
2024-10-26,Programmatic,Stack,Fundamental,24399.76,36.96,2.4,1.54,444658,660181,1331,8.4
2024-08-22,Programmatic,Bing,Optional,90305.25,100.11,3.24,3.09,4702,902016,2428,8.31
2023-05-05,Paid Social,Stack,Seamless,30936.88,70.36,2.33,3.02,228599,439667,4657,45.46
2024-08-26,Paid Social,Amazon Ad,Entreprise,19533.72,48.49,1.37,3.54,296973,402818,1758,31.86
2024-04-19,Paid Search,LinkedIn,Mandatory,21960.96,28.46,1.07,2.66,637120,771613,2085,25.25
2023-02-26,Paid Search,Stack,Entreprise,4795.6,81.89,4.31,1.9,923,58565,307,12.16
2023-07-23,Programmatic,LinkedIn,Entreprise,58267.9,151.32,3.12,4.85,300957,385072,4272,35.56
2023-09-04,Paid Search,Stack,Seamless,20282.46,55.46,3.51,1.58,280024,365733,8400,65.44
2023-09-25,Organic,Bing,Diverse,64955.36,167.96,3.62,4.64,102173,386733,495,3.54
2024-02-06,Programmatic,Google Search Ads,Diverse,22461.48,116.35,4.51,2.58,102606,193048,5129,58.91
2024-04-28,Paid Search,Bing,Entreprise,19934.88,49.5,1.04,4.76,102633,402695,271,6.47
2023-04-29,Programmatic,Bing,Diverse,3621.6,27.79,1.93,1.44,58464,130330,1180,46.92
2024-05-17,Organic,Stack,Seamless,18036.19,148.61,4.49,3.31,23110,121369,4374,80.27
2023-12-08,Paid Social,Google Search Ads,Seamless,82565.56,95.35,3.94,2.42,113009,865963,777,2.28
2023-08-28,Organic,LinkedIn,Seamless,13129.62,23.99,0.93,2.58,26348,547234,4385,86.17
2024-07-11,Paid Social,Google,Seamless,118676.55,169.74,4.92,3.45,386664,699170,28407,82.58
2023-08-30,Paid Search,LinkedIn,Fundamental,8639.98,13.79,1.22,1.13,487859,626732,1569,20.52
2024-07-09,Organic,LinkedIn,Fundamental,9462.88,16.91,1.51,1.12,395333,559573,7313,86.55
2024-09-12,Paid Search,Amazon Ad,Entreprise,14536.6,108.15,4.16,2.6,118318,134414,2095,37.47
2024-04-23,Paid Social,Google Search Ads,Fundamental,9144.0,15.24,0.6,2.54,564685,600004,2965,82.36
2024-07-21,Paid Search,Stack,Optional,142627.15,176.4,3.81,4.63,682845,808533,12957,42.06
2023-11-19,Programmatic,Amazon Ad,Diverse,6146.8,6.48,0.51,1.27,309717,949196,1102,22.77
2023-11-28,Paid Search,Facebook,Mandatory,4089.3,27.52,0.64,4.3,14989,148606,572,60.15
2024-03-13,Programmatic,Amazon Ad,Entreprise,13236.96,13.97,2.91,0.48,66036,947692,13176,47.78
2024-02-04,Paid Search,Google Search Ads,Mandatory,2857.53,122.65,2.85,4.31,9875,23298,426,64.25
2023-10-15,Programmatic,Google,Seamless,18465.84,177.25,3.56,4.98,28014,104182,1928,52.0
2024-06-20,Paid Social,LinkedIn,Diverse,35154.68,44.58,4.09,1.09,392497,788560,8827,27.37
2023-01-18,Paid Social,Amazon Ad,Entreprise,35004.24,59.04,1.21,4.88,16901,592873,5795,80.79
2023-11-26,Paid Social,Google,Optional,2074.54,29.69,1.47,2.02,51730,69865,268,26.1
2024-12-19,Paid Social,Stack,Mandatory,12160.96,12.81,1.05,1.22,63627,949405,1786,17.92
2024-07-27,Organic,Stack,Optional,8850.8,64.96,1.6,4.06,61846,136257,1873,85.92
2024-03-10,Organic,Amazon Ad,Diverse,57003.75,63.22,2.81,2.25,12207,901608,8717,34.41
2024-11-26,Programmatic,Google,Fundamental,15744.54,38.57,2.9,1.33,190820,408217,9064,76.57
2024-08-30,Programmatic,Facebook,Diverse,5804.05,14.75,3.01,0.49,215210,393550,3722,31.42
2023-02-24,Organic,Stack,Diverse,63.92,5.49,1.17,0.47,8233,11638,56,41.18
2024-06-23,Organic,Stack,Entreprise,4068.24,7.13,0.54,1.32,132154,570795,1205,39.1
2024-04-05,Organic,Facebook,Optional,13843.5,14.85,0.54,2.75,130257,932382,2121,42.13
2024-06-30,Paid Social,LinkedIn,Entreprise,1682.2,29.63,1.14,2.6,39692,56782,28,4.33
2024-01-19,Paid Search,Facebook,Optional,20409.76,31.02,2.77,1.12,411459,657901,7185,39.43
2023-12-09,Organic,Stack,Mandatory,6792.93,51.76,2.86,1.81,41533,131243,2514,66.99
2023-07-10,Paid Search,Google Search Ads,Mandatory,80289.6,161.67,3.76,4.3,122761,496612,9943,53.25
2024-10-30,Paid Social,LinkedIn,Seamless,1844.5,6.3,1.26,0.5,172319,292849,1264,34.26
2023-10-03,Organic,Google,Entreprise,50026.96,71.04,2.4,2.96,553910,704240,1821,10.77
2024-07-18,Organic,Facebook,Entreprise,9742.28,27.17,0.86,3.16,132267,358566,1295,42.0
2024-06-13,Organic,LinkedIn,Seamless,45581.64,52.34,1.43,3.66,528163,870946,11287,90.63
2024-05-31,Paid Search,Google Search Ads,Optional,7598.88,12.82,0.89,1.44,149763,592932,4504,85.35
2024-05-23,Paid Social,Facebook,Optional,32703.3,55.69,4.42,1.26,8444,587228,24834,95.68
2023-03-05,Paid Social,Facebook,Diverse,50746.15,61.75,2.5,2.47,246764,821822,3008,14.64
2024-02-04,Programmatic,Google Search Ads,Entreprise,104715.08,134.61,3.19,4.22,635805,777893,10381,41.84
2023-04-10,Organic,LinkedIn,Optional,23103.85,27.72,0.72,3.85,587946,833480,2400,39.99
2023-09-26,Programmatic,Amazon Ad,Diverse,4914.13,69.71,1.9,3.67,40371,70496,569,42.49
2024-10-12,Programmatic,Google Search Ads,Mandatory,7201.92,92.91,3.52,2.64,16044,77516,2162,79.25
2023-06-04,Paid Social,LinkedIn,Seamless,51402.84,60.61,2.27,2.67,627552,848147,17615,91.5
2024-01-26,Paid Search,Stack,Diverse,102426.0,106.8,3.56,3.0,950921,959050,5613,16.44
2023-12-06,Organic,Facebook,Optional,25946.76,155.92,3.29,4.74,106647,166409,4344,79.36
2024-03-10,Programmatic,Amazon Ad,Mandatory,48508.8,75.39,3.04,2.48,119029,643452,9415,48.13
2023-11-23,Organic,LinkedIn,Entreprise,9513.45,16.87,1.25,1.35,297441,563761,1744,24.75
2024-10-14,Programmatic,Bing,Mandatory,707.28,53.13,3.17,1.68,9502,13312,236,56.06
2024-02-29,Organic,LinkedIn,Mandatory,1967.24,61.84,3.31,1.87,28675,31812,53,5.04
2023-05-01,Organic,Google,Diverse,3039.55,4.19,0.79,0.53,491670,726066,2495,43.5
2023-10-12,Programmatic,Google Search Ads,Diverse,5137.35,67.39,1.55,4.35,20981,76237,585,49.53
2023-04-20,Paid Social,Google Search Ads,Optional,60666.9,118.08,2.41,4.9,160867,513773,8389,67.76
2023-06-02,Paid Search,Amazon Ad,Optional,25413.0,33.49,1.7,1.97,340635,758863,2312,17.92
2023-11-12,Programmatic,LinkedIn,Mandatory,10156.65,20.14,0.79,2.55,177369,504240,2595,65.15
2023-02-11,Paid Search,Stack,Seamless,14787.85,30.47,2.65,1.15,385268,485274,951,7.4
2024-08-24,Paid Search,Google Search Ads,Diverse,8062.0,14.45,0.52,2.78,6487,557798,61,2.1
2024-12-23,Organic,Google Search Ads,Entreprise,2166.57,11.7,0.88,1.33,116015,185217,1431,87.85
2023-06-13,Paid Social,LinkedIn,Entreprise,3195.0,17.64,0.98,1.8,41354,181140,896,50.48
2023-09-05,Paid Social,Stack,Diverse,1811.52,76.36,2.58,2.96,628,23722,437,71.41
2023-11-24,Organic,Google,Fundamental,2117.5,112.66,3.22,3.5,16923,18795,605,100.0
2024-10-03,Programmatic,Amazon Ad,Optional,7058.51,14.57,0.74,1.97,229263,484303,2708,75.58
2024-10-19,Paid Search,Amazon Ad,Seamless,44959.32,45.31,2.65,1.71,817565,992170,1717,6.53
2023-02-22,Organic,Amazon Ad,Fundamental,19672.25,28.6,0.88,3.25,410253,687858,2749,45.42
2023-07-31,Organic,Amazon Ad,Fundamental,74103.66,100.57,2.25,4.47,50705,736816,12150,73.29
2023-07-16,Paid Search,Google Search Ads,Seamless,10699.26,97.43,2.06,4.73,62778,109820,290,12.82
2024-04-21,Organic,Google Search Ads,Entreprise,968.37,14.82,3.8,0.39,25583,65357,2162,87.07
2023-08-25,Programmatic,Google Search Ads,Fundamental,8187.52,9.11,2.07,0.44,885428,898938,14791,79.49
2023-03-16,Paid Social,Facebook,Optional,17102.8,116.37,2.53,4.6,81505,146970,1491,40.1
2024-03-05,Paid Social,Amazon Ad,Mandatory,49954.4,52.07,1.27,4.1,31564,959384,3489,28.64
2024-03-23,Paid Social,Amazon Ad,Entreprise,16956.66,60.63,2.15,2.82,214839,279689,4040,67.19
2023-11-16,Programmatic,Facebook,Mandatory,33566.35,198.09,4.99,3.97,24762,169453,2164,25.59
2024-12-17,Organic,Google,Seamless,63097.2,126.14,3.71,3.4,140939,500224,1267,6.83
2024-01-06,Paid Search,LinkedIn,Optional,28794.6,51.1,3.34,1.53,61121,563491,18539,98.51
2024-12-22,Organic,Google,Diverse,686.4,6.72,2.24,0.3,70567,102169,616,26.92
2024-01-01,Programmatic,Google,Entreprise,4064.45,24.33,1.44,1.69,89156,167073,2035,84.62
2024-01-25,Paid Social,Google Search Ads,Diverse,5402.4,5.76,0.96,0.6,996,937954,4954,55.02
2024-02-25,Organic,Bing,Fundamental,7734.9,10.16,1.07,0.95,259782,760998,6529,80.19
2024-02-03,Organic,Google Search Ads,Fundamental,26384.37,30.51,0.9,3.39,554594,864784,3828,49.18
2024-06-03,Paid Social,Google Search Ads,Diverse,5975.38,31.39,2.88,1.09,189408,190364,5138,93.72
2024-06-18,Paid Search,Amazon Ad,Entreprise,35977.52,64.58,3.51,1.84,238271,557068,400,2.05
2024-11-01,Paid Search,Google,Diverse,42867.44,56.98,3.7,1.54,148457,752333,22230,79.86
2024-02-16,Programmatic,Facebook,Optional,30875.62,49.61,1.58,3.14,522701,622373,8145,82.83
2024-04-09,Programmatic,Facebook,Diverse,4528.63,25.14,0.87,2.89,66019,180141,613,39.12
2024-06-24,Paid Social,Stack,Fundamental,12179.32,29.68,3.06,0.97,160725,410343,7963,63.42
2023-11-23,Programmatic,Stack,Diverse,40999.32,45.02,2.46,1.83,314109,910736,17467,77.96
2023-03-13,Paid Search,Amazon Ad,Fundamental,6503.25,13.25,1.92,0.69,410240,490900,5828,61.84
2023-02-24,Organic,Stack,Entreprise,21628.08,36.25,1.06,3.42,516937,596631,2622,41.46
2024-07-05,Paid Search,Google,Diverse,21203.1,31.23,3.47,0.9,609459,678960,15811,67.11
2023-09-26,Paid Search,Amazon Ad,Optional,1423.16,5.17,0.55,0.94,171875,275405,33,2.18
2023-05-12,Organic,Stack,Fundamental,11225.4,21.94,1.38,1.59,331606,511664,902,12.78
2023-08-15,Organic,Bing,Entreprise,15041.6,31.36,4.48,0.7,253287,479650,20394,94.91
2023-03-19,Programmatic,Facebook,Optional,156064.7,170.93,4.06,4.21,641729,913059,19182,51.75
2023-04-23,Organic,Google,Fundamental,29733.12,111.44,4.27,2.61,114803,266807,4091,35.91
2023-06-30,Paid Social,Google Search Ads,Diverse,36107.28,37.79,2.68,1.41,597522,955546,10,0.04
2024-12-18,Paid Search,Stack,Optional,11917.68,62.79,4.55,1.38,163811,189811,3905,45.22
2024-07-03,Programmatic,Facebook,Mandatory,12695.32,32.9,0.68,4.84,356873,385831,1836,70.0
2024-10-30,Paid Search,Amazon Ad,Seamless,8761.73,21.97,1.73,1.27,100366,398838,2893,41.93
2024-03-28,Paid Search,Facebook,Diverse,57617.56,147.52,4.79,3.08,271015,390563,2003,10.71
2023-08-02,Paid Social,Google,Seamless,30331.36,135.36,4.62,2.93,204467,224071,2992,28.9
2023-02-06,Organic,Amazon Ad,Mandatory,57383.17,210.62,4.29,4.91,245581,272444,312,2.67
2023-08-07,Paid Social,LinkedIn,Fundamental,2481.03,13.36,1.65,0.81,102301,185678,954,31.15
2024-05-08,Paid Social,Facebook,Seamless,82209.92,124.84,2.59,4.82,162140,658534,14669,86.0
2023-01-30,Paid Social,Google Search Ads,Diverse,96313.2,238.54,4.79,4.98,28253,403758,1263,6.53
2024-11-26,Paid Search,LinkedIn,Fundamental,55375.11,89.66,2.54,3.53,177155,617634,9359,59.66
2023-06-04,Paid Search,Stack,Diverse,128912.61,137.49,4.08,3.37,433335,937591,18287,47.81
2024-10-24,Programmatic,Bing,Diverse,114434.62,123.19,4.85,2.54,284194,928930,40306,89.46
2023-08-17,Programmatic,Bing,Entreprise,21389.78,83.83,4.15,2.02,11347,255159,9008,85.07
2024-08-03,Paid Social,Amazon Ad,Fundamental,6312.84,54.29,1.46,3.72,103279,116290,377,22.22
2023-03-23,Paid Search,Amazon Ad,Entreprise,12119.4,19.08,1.06,1.8,511822,635206,4227,62.78
2024-11-02,Organic,Facebook,Diverse,2141.3,10.36,2.96,0.35,73425,206703,2112,34.52
2024-12-25,Organic,Bing,Fundamental,73265.92,201.35,4.23,4.76,57409,363880,9658,62.75
2024-12-07,Paid Social,Amazon Ad,Entreprise,725.18,25.03,2.48,1.01,11092,28967,303,42.2
2024-07-08,Paid Social,Facebook,Seamless,106749.72,109.49,4.74,2.31,656620,974956,25094,54.3
2023-10-20,Paid Social,Google,Mandatory,17117.88,36.27,4.65,0.78,174618,471971,21876,99.68
2023-10-29,Organic,Bing,Seamless,54727.4,71.89,3.95,1.82,118652,761267,19618,65.24
2023-01-09,Organic,Amazon Ad,Entreprise,11781.84,30.24,1.8,1.68,283548,389635,1560,22.24
2024-03-12,Paid Social,Google Search Ads,Seamless,372.64,22.96,0.84,2.74,12421,16233,1,0.74
2023-10-23,Programmatic,LinkedIn,Diverse,54044.16,55.3,4.32,1.28,249414,977370,7695,18.23
2024-08-24,Programmatic,Google,Entreprise,54772.35,179.02,3.85,4.65,17703,305962,11380,96.61
2024-06-20,Programmatic,Amazon Ad,Optional,1114.41,18.02,1.49,1.21,25356,61835,399,43.32
2024-12-05,Programmatic,LinkedIn,Seamless,68.8,14.34,3.6,0.4,1696,4799,10,5.81
2023-11-22,Paid Social,Amazon Ad,Diverse,5789.28,19.1,3.98,0.48,252646,303042,10284,85.27
2023-07-28,Paid Search,Bing,Fundamental,17457.85,27.37,2.71,1.01,229091,637842,16995,98.32
2024-07-30,Organic,Google Search Ads,Entreprise,66707.92,136.95,3.23,4.24,449318,487104,13217,84.01
2023-08-24,Paid Social,Amazon Ad,Seamless,1531.8,51.96,2.81,1.85,12671,29483,183,22.1
2024-03-19,Programmatic,Facebook,Mandatory,673.75,35.51,1.45,2.45,3075,18971,20,7.27
2024-06-22,Paid Social,Stack,Entreprise,118778.4,138.74,3.69,3.76,115108,856109,14211,44.99
2023-06-08,Paid Social,Google,Mandatory,27713.21,34.24,0.73,4.69,309042,809491,5703,96.51
2024-06-18,Programmatic,Bing,Entreprise,8332.56,30.24,4.26,0.71,153652,275503,1348,11.49
2023-05-15,Paid Social,Amazon Ad,Seamless,20291.53,111.0,4.89,2.27,135378,182806,4514,50.5
2023-12-11,Organic,LinkedIn,Mandatory,60013.4,101.45,2.67,3.8,301268,591535,7752,49.09
2024-03-17,Paid Search,Google Search Ads,Seamless,320.16,41.71,2.4,1.74,3216,7676,117,63.59
2024-08-13,Paid Search,Google,Entreprise,68954.72,119.14,4.38,2.72,88909,578793,16443,64.86
2023-02-07,Programmatic,LinkedIn,Diverse,145794.75,149.37,4.28,3.49,106950,976074,29972,71.75
2024-12-09,Paid Search,Facebook,Diverse,11192.28,20.24,4.6,0.44,38926,552984,2698,10.61
2024-06-16,Paid Search,Google Search Ads,Mandatory,38793.44,39.06,2.57,1.52,594634,993076,13440,52.66
2023-01-20,Paid Search,Amazon Ad,Mandatory,46335.7,77.81,2.51,3.1,111735,595509,9998,66.89
2024-05-11,Programmatic,LinkedIn,Optional,29247.38,49.29,3.12,1.58,56269,593324,680,3.67
2024-04-30,Paid Social,Facebook,Seamless,14950.65,108.23,2.4,4.51,94330,138137,2859,86.24
2023-04-02,Programmatic,Amazon Ad,Seamless,114908.01,126.08,3.16,3.99,184348,911373,21295,73.94
2024-01-30,Paid Social,Amazon Ad,Diverse,29676.0,97.19,3.24,3.0,104848,305336,6092,61.59
2023-03-11,Paid Social,Amazon Ad,Seamless,2432.97,2.59,0.96,0.27,622516,938668,7628,84.65
2024-03-19,Organic,Bing,Seamless,48476.22,155.11,3.14,4.94,286096,312523,977,9.96
2024-11-27,Paid Social,Amazon Ad,Seamless,154900.35,170.91,4.22,4.05,858927,906336,12108,31.66
2024-07-02,Paid Search,Google,Diverse,4123.84,42.07,1.6,2.63,96085,98024,228,14.54
2023-12-05,Organic,Bing,Seamless,108949.4,117.29,2.84,4.13,841611,928892,9352,35.45
2023-03-20,Paid Search,LinkedIn,Entreprise,6625.08,7.79,2.36,0.33,55778,850692,262,1.31
2024-06-23,Paid Social,Amazon Ad,Entreprise,54725.28,165.96,4.51,3.68,232815,329749,6346,42.67
2023-08-11,Programmatic,Bing,Seamless,18485.56,21.44,1.51,1.42,397428,862181,3475,26.69
